feature_group,seed,feature,importance
user_added_only,45,dst_trusted_ratio,0.1890028566122055
user_added_only,45,dst_high_visibility,0.029913024976849556
user_added_only,45,dst_visibility_share_of_max,0.03162560611963272
user_added_only,46,src_seen_before,0.06346255540847778
user_added_only,46,dst_seen_before,0.5318076610565186
user_added_only,46,src_history_activity_log,0.043190911412239075
user_added_only,46,dst_visibility_log,0.054130446165800095
user_added_only,46,dst_trusted_in_count,0.02599678747355938
user_added_only,46,dst_trusted_ratio,0.19394433498382568
user_added_only,46,dst_high_visibility,0.05362415313720703
user_added_only,46,dst_visibility_share_of_max,0.0338430255651474
all_current,42,src_out_pos,0.011800413019955158
all_current,42,src_out_neg,0.08611448109149933
all_current,42,src_in_pos,0.0
all_current,42,src_in_neg,0.0
all_current,42,dst_out_pos,0.0
all_current,42,dst_out_neg,0.0
all_current,42,dst_in_pos,0.008118964731693268
all_current,42,dst_in_neg,0.19392091035842896
all_current,42,src_pos_ratio,0.021870726719498634
all_current,42,dst_in_pos_ratio,0.05275918170809746
all_current,42,q_src,0.0
all_current,42,q_dst,0.010832676663994789
all_current,42,status_gap,0.009132915176451206
all_current,42,coverage_uv,0.0
all_current,42,coverage_vu,0.0
all_current,42,pair_pos_count,0.0
all_current,42,pair_neg_count,0.0
all_current,42,rev_pair_pos_count,0.0
all_current,42,rev_pair_neg_count,0.0
all_current,42,src_recency_log,0.01005219854414463
all_current,42,dst_recency_log,0.011969858780503273
all_current,42,src_seen_before,0.021232357248663902
all_current,42,dst_seen_before,0.4786069989204407
all_current,42,src_history_activity_log,0.009588966146111488
all_current,42,dst_visibility_log,0.007689841091632843
all_current,42,dst_trusted_in_count,0.009440924972295761
all_current,42,dst_trusted_ratio,0.043561939150094986
all_current,42,dst_high_visibility,0.0
all_current,42,dst_visibility_share_of_max,0.013306625187397003
all_current,43,src_out_pos,0.01823936589062214
all_current,43,src_out_neg,0.11251453310251236
all_current,43,src_in_pos,0.0
all_current,43,src_in_neg,0.0
all_current,43,dst_out_pos,0.0
all_current,43,dst_out_neg,0.0
all_current,43,dst_in_pos,0.011430158279836178
all_current,43,dst_in_neg,0.29359710216522217
all_current,43,src_pos_ratio,0.03148743882775307
all_current,43,dst_in_pos_ratio,0.06765322387218475
